cell,species,cell_types,genes,genome
2899,Dendrocolaptidae_2899,170,,
2900,Furnariidae_2900,170,,1020.01
2901,Dendrocolaptidae_2901,170,,
2902,Dendrocolaptidae_2902,170,,
2903,Rhinocryptidae_2903,170,,
2904,Thamnophilidae_2904,170,,1066.56
2905,Rhinocryptidae_2905,170,,
2906,Pipridae_2906,170,,1079.58
2907,Cotingidae_2907,170,,1123.49
2908,Pipridae_2908,170,,1079.58
2909,Tyrannidae_2909,170,,
2910,Cotingidae_2910,170,,1123.49
2911,Pipridae_2911,170,,1079.58
2912,Cotingidae_2912,170,,1123.49
2913,Eurylaimidae_2913,170,,1056.83
2914,Eurylaimidae_2914,170,,
2915,Philepittidae_2915,170,,
2916,Pittidae_2916,170,,1024.46
2917,Passerellidae_2917,170,,
2918,Thraupidae_2918,170,,958.32
2919,Paramythiidae_2919,170,,1039.56
2920,Melanocharitidae_2920,170,,
2921,Estrildidae_2921,170,,1060.27
2922,Passeridae_2922,170,,1070.79
2923,Estrildidae_2923,170,,1060.27
2924,Estrildidae_2924,170,,1060.27
2925,Passeridae_2925,170,,1070.79
2926,Estrildidae_2926,170,,1060.27
2927,Ploceidae_2927,170,,1035.45
2928,Passeridae_2928,170,,1070.79
2929,Passeridae_2929,170,,1070.79
2930,Fringillidae_2930,170,,1056.3
2931,Parulidae_2931,170,,1078.13
2932,Icteridae_2932,170,,1086.31
2933,Motacillidae_2933,170,,1072.67
2934,Dicaeidae_2934,170,,1015.05
2935,Nectariniidae_2935,170,,1035.75
2936,Orthonychidae_2936,170,,1034.66
2937,Pomatostomidae_2937,170,,
2938,Cinclosomatidae_2938,170,,1041.5
2939,Laniidae_2939,170,,1040.38
2940,Laniidae_2940,170,,1040.38
2941,Corvidae_2941,170,,1060.86
2942,Paradisaeidae_2942,170,,1059.54
2943,Corcoracidae_2943,170,,1042.12
2944,Monarchidae_2944,170,,1049.9
2945,Dicruridae_2945,170,,1051.52
2946,Vireonidae_2946,170,,1064.98
2947,Malaconotidae_2947,170,,
2948,Vangidae_2948,170,,
2949,Prionopidae_2949,170,,1042.45
2950,Campephagidae_2950,170,,
2951,Vangidae_2951,170,,
2952,Prionopidae_2952,170,,1042.45
2953,Prionopidae_2953,170,,1042.45
2954,Callaeidae_2954,170,,1047.53
2955,Irenidae_2955,170,,1036.55
2956,Cinclosomatidae_2956,170,,1041.5
2957,Notiomystidae_2957,170,,
2958,Climacteridae_2958,170,,1058.97
2959,Ptilonorhynchidae_2959,170,,1108.38
2960,Artamidae_2960,170,,1052.26
2961,Acrocephalidae_2961,170,,
2962,Zosteropidae_2962,170,,
2963,Sylviidae_2963,170,,
2964,Aegithalidae_2964,170,,1013.85
2965,Timaliidae_2965,170,,1041.45
2966,Scotocercidae_2966,170,,1184.25
2967,Scotocercidae_2967,170,,1184.25
2968,Bernieridae_2968,170,,1016.62
2969,Locustellidae_2969,170,,1039.56
2970,Cisticolidae_2970,170,,
2971,Pycnonotidae_2971,170,,1040.74
2972,Phylloscopidae_2972,170,,997.4
2973,Pellorneidae_2973,170,,854.29
2974,Leiothrichidae_2974,170,,1058.76
2975,Hirundinidae_2975,170,,1105.96
2976,Alaudidae_2976,170,,1028.66
2977,Bombycillidae_2977,170,,
2978,Muscicapidae_2978,170,,1052.09
2979,Turdidae_2979,170,,1086.74
2980,Cinclidae_2980,170,,997
2981,Sturnidae_2981,170,,1051.58
2982,Sturnidae_2982,170,,1051.58
2983,Mimidae_2983,170,,1054.19
2984,Certhiidae_2984,170,,1038.03
2985,Sittidae_2985,170,,1020.78
2986,Petroicidae_2986,170,,1058.97
2987,Rhipiduridae_2987,170,,
2988,Picathartidae_2988,170,,1065.44
2989,Maluridae_2989,170,,1078.89
2990,Pardalotidae_2990,170,,1032.44
2991,Acanthizidae_2991,170,,1038.54
2992,Meliphagidae_2992,170,,815.19
2993,Dasyornithidae_2993,170,,1024.8
2994,Stenostiridae_2994,170,,1045.12
2995,Paridae_2995,170,,978.85
2996,Elachuridae_2996,170,,
2997,Hypocolidae_2997,170,,1032.12
2998,Rhabdornithidae_2998,170,,
2999,Mohoidae_2999,170,,1038.14
3000,Menuridae_3000,170,,1047.5
3001,Acanthisittidae_3001,170,,1035.88
3002,Falconidae_3002,170,,1174.81
3003,Cariamidae_3003,170,,
3004,Bucconidae_3004,170,,1168.69
3005,Galbulidae_3005,170,,1006.68
3006,Lybiidae_3006,170,,1272.36
3007,Ramphastidae_3007,170,,1237.63
3008,Megalaimidae_3008,170,,1204.56
3009,Indicatoridae_3009,170,,1127.55
3010,Picidae_3010,170,,1378.19
3011,Leptosomidae_3011,170,,1136.24
3012,Alcedinidae_3012,170,,1119.29
3013,Alcedinidae_3013,170,,
3014,Cerylidae_3014,170,,1062.13
3015,Momotidae_3015,170,,1100.88
3016,Todidae_3016,170,,853.26
3017,Brachypteraciidae_3017,170,,1125.91
3018,Coraciidae_3018,170,,1130.13
3019,Meropidae_3019,170,,1062.96
3020,Upupidae_3020,170,,
3021,Phoeniculidae_3021,170,,972.14
3022,Bucerotidae_3022,170,,1065.78
3023,Bucorvidae_3023,170,,1132.6
3024,Trogonidae_3024,170,,1070.84
3025,Coliidae_3025,170,,1075.93
3026,Strigidae_3026,170,,1157.07
3027,Tytonidae_3027,170,,1249.87
3028,Cathartidae_3028,170,,1240.18
3029,Pandionidae_3029,170,,1147.62
3030,Accipitridae_3030,170,,1245.81
3031,Sagittariidae_3031,170,,
3032,Spheniscidae_3032,170,,1254.35
3033,Pelecanoididae_3033,170,,1205.48
3034,Procellariidae_3034,170,,1166.07
3035,Diomedeidae_3035,170,,1165.2
3036,Ardeidae_3036,170,,1194.62
3037,Threskiornithidae_3037,170,,
3038,Pelecanidae_3038,170,,1196.18
3039,Phaethontidae_3039,170,,1152.96
3040,Pteroclidae_3040,170,,1101.02
3041,Balaenicipitidae_3041,170,,1181.93
3042,Scopidae_3042,170,,1091.98
3043,Ciconiidae_3043,170,,1364.95
3044,Thinocoridae_3044,170,,1092.41
3045,Anhingidae_3045,170,,1183.19
3046,Phalacrocoracidae_3046,170,,1246.05
3047,Sulidae_3047,170,,1136.67
3048,Fregatidae_3048,170,,1177.43
3049,Gaviidae_3049,170,,
3050,Podicipedidae_3050,170,,1134.92
3051,Phoenicopteridae_3051,170,,1246.23
3052,Mesitornithidae_3052,170,,1087.29
3053,Heliornithidae_3053,170,,
3054,Rallidae_3054,170,,1168.39
3055,Aptornithidae_3055,170,,1097.09
3056,Aramidae_3056,170,,1129.69
3057,Gruidae_3057,170,,1181.56
3058,Psophiidae_3058,170,,1181.56
3059,Rhynochetidae_3059,170,,1116.41
3060,Eurypygidae_3060,170,,1088.02
3061,Otididae_3061,170,,1297.6
3062,Opisthocomidae_3062,170,,1203.71
3063,Chionididae_3063,170,,1174
3064,Charadriidae_3064,170,,
3065,Haematopodidae_3065,170,,1231.94
3066,Recurvirostridae_3066,170,,1116.81
3067,Burhinidae_3067,170,,1208.59
3068,Stercorariidae_3068,170,,1159.85
3069,Alcidae_3069,170,,1178.49
3070,Laridae_3070,170,,
3071,Dromadidae_3071,170,,1151.14
3072,Glareolidae_3072,170,,1172.99
3073,Turnicidae_3073,170,,
3074,Rostratulidae_3074,170,,1126.08
3075,Jacanidae_3075,170,,1085.09
3076,Pedionomidae_3076,170,,1134.62
3077,Scolopacidae_3077,170,,1124.62
3078,Columbidae_3078,170,,
3079,Columbidae_3079,170,,
3080,Raphidae_3080,170,,1115.61
3081,Columbidae_3081,170,,
3082,Aegothelidae_3082,170,,1089.12
3083,Apodidae_3083,170,,1119.19
3084,Trochilidae_3084,170,,1059.69
3085,Batrachostomatidae_3085,170,,
3086,Podargidae_3086,170,,1119.68
3087,Steatornithidae_3087,170,,1222.77
3088,Nyctibiidae_3088,170,,1169.29
3089,Eurostopodidae_3089,170,,1139.03
3090,Caprimulgidae_3090,170,,
3091,Musophagidae_3091,170,,1091.06
3092,Coccyzidae_3092,170,,1151.26
3093,Cuculidae_3093,170,,
3094,Centropidae_3094,170,,1120.25
3095,Crotophagidae_3095,170,,1077.96
3096,Neomorphidae_3096,170,,1134.04
3097,Anhimidae_3097,170,,1162.6
3098,Anseranatidae_3098,170,,
3099,Anatidae_3099,170,,1188.53
3100,Phasianidae_3100,170,,1027.48
3101,Phasianidae_3101,170,,1027.48
3102,Odontophoridae_3102,170,,1045.28
3103,Numididae_3103,170,,1043.26
3104,Cracidae_3104,170,,1027.97
3105,Megapodiidae_3105,170,,1043.22
3106,Chelidae_3106,150,,1986.7
3107,Podocnemididae_3107,150,,2447.09
3108,Pelomedusidae_3108,150,,2044.28
3109,Trionychidae_3109,150,,1931.08
3110,Carettochelyidae_3110,150,,2356.57
3111,Emydidae_3111,150,,2388.73
3112,Platysternidae_3112,150,,2319.09
3113,Geoemydidae_3113,150,,2214.83
3114,Testudinidae_3114,150,,2300.74
3115,Cheloniidae_3115,150,,2208.41
3116,Dermochelyidae_3116,150,,2164.76
3117,Chelydridae_3117,150,,2257.72
3118,Dermatemydidae_3118,150,,
3119,Kinosternidae_3119,150,,1866.98
3120,Protopteridae_3120,120,,
3121,Lepidosirenidae_3121,120,,40054.3
3122,Ceratodontidae_3122,120,,34557.6
3123,Coelacanthidae_3123,120,,2860.59
3124,Myxinidae_3124,120,,2608.38
3125,Petromyzontidae_3125,120,,
3126,Oikopleuridae_3126,20,,
3127,Doliolidae_3127,20,,927.74
3128,Salpidae_3128,20,,
3129,Clavelinidae_3129,20,,
3130,Polycitoridae_3130,20,,
3131,Didemnidae_3131,20,,
3132,Molgulidae_3132,20,,
3133,Pyuridae_3133,20,,318.75
3134,Styelidae_3134,20,,340.49
3135,Ascidiidae_3135,20,,
3136,Cionidae_3136,20,14002,
3137,Doryphoribiidae_3137,11,,
3138,Isohypsibiidae_3138,11,,
3139,Hypsibiidae_3139,11,,
3140,Richtersiusidae_3140,11,,
3141,Macrobiotidae_3141,11,,
3142,Milnesiidae_3142,11,,
3143,Echiniscidae_3143,11,,
3144,Peripatidae_3144,55,,
3145,Peripatopsidae_3145,55,,
3146,Pallenopsidae_3146,55,,
3147,Endeidae_3147,55,,
3148,Phoxichilidiidae_3148,55,,
3149,Pycnogonidae_3149,55,,
3150,Nymphonidae_3150,55,,63.84
3151,Ammotheidae_3151,55,,
3152,Colossendeidae_3152,55,,
3153,Tanystylidae_3153,55,,
3154,Limulidae_3154,55,,
3155,Ricinoididae_3155,55,,
3156,Ammotrechidae_3156,55,,
3157,Eremobatidae_3157,55,,
3158,Daesiidae_3158,55,,
3159,Rhagodidae_3159,55,,
3160,Karschiidae_3160,55,,
3161,Galeodidae_3161,55,,
3162,Solpugidae_3162,55,,
3163,Gylippidae_3163,55,,
3164,Sironidae_3164,55,,
3165,Sironidae_3165,55,,
3166,Stylocellidae_3166,55,,
3167,Sironidae_3167,55,,
3168,Troglosironidae_3168,55,,
3169,Neogoveidae_3169,55,,
3170,Ogoveidae_3170,55,,
3171,Pettalidae_3171,55,,
3172,Caddidae_3172,55,,
3173,Nipponopsalididae_3173,55,,
3174,Dicranolasmatidae_3174,55,,
3175,Trogulidae_3175,55,,
3176,Nemastomatidae_3176,55,,
3177,Sabaconidae_3177,55,,
3178,Sabaconidae_3178,55,,
3179,Sabaconidae_3179,55,,
3180,Ceratolasmatidae_3180,55,,
3181,Sabaconidae_3181,55,,
3182,Sabaconidae_3182,55,,
3183,Ceratolasmatidae_3183,55,,
3184,Ischyropsalididae_3184,55,,1828.27
3185,Leiobunidae_3185,55,,
3186,Sclerosomatidae_3186,55,,
3187,Leiobunidae_3187,55,,
3188,Neopilionidae_3188,55,,
3189,Sclerosomatidae_3189,55,,
3190,Caddidae_3190,55,,
3191,Phalangiidae_3191,55,,
3192,Caddidae_3192,55,,
3193,Pyramidopidae_3193,55,,
3194,Nomoclastidae_3194,55,,
3195,Cosmetidae_3195,55,,
3196,Gonyleptidae_3196,55,,
3197,Gonyleptidae_3197,55,,
3198,Cranaidae_3198,55,,
3199,Stygnidae_3199,55,,
3200,Agoristenidae_3200,55,,
3201,Manaosbiidae_3201,55,,
3202,Stygnopsidae_3202,55,,
3203,Petrobunidae_3203,55,,
3204,Epedanidae_3204,55,,
3205,Trionyxellidae_3205,55,,
3206,Assamiidae_3206,55,,
3207,Trionyxellidae_3207,55,,
3208,Assamiidae_3208,55,,
3209,Podoctidae_3209,55,,
3210,Sandokanidae_3210,55,,
3211,Tithaeidae_3211,55,,
3212,Fissiphalliidae_3212,55,,
3213,Zalmoxidae_3213,55,,
3214,Icaleptidae_3214,55,,
3215,Escadabiidae_3215,55,,
3216,Escadabiidae_3216,55,,
3217,Guasiniidae_3217,55,,
3218,Kimulidae_3218,55,,
3219,Cladonychiidae_3219,55,,
3220,Cladonychiidae_3220,55,,
3221,Travuniidae_3221,55,,
3222,Cladonychiidae_3222,55,,
3223,Briggsidae_3223,55,,
3224,Triaenonychidae_3224,55,,
3225,Samoidae_3225,55,,
3226,Biantidae_3226,55,,
3227,Samoidae_3227,55,,
3228,Stygnommatidae_3228,55,,
3229,Phalangodidae_3229,55,,
3230,Synthetonychiidae_3230,55,,
3231,Thelyphonidae_3231,55,,
3232,Hubbardiidae_3232,55,,
3233,Phrynichidae_3233,55,,
3234,Phrynidae_3234,55,,
3235,Liphistiidae_3235,55,,
3236,Liphistiidae_3236,55,,
3237,Heptathelidae_3237,120,,
3238,Liphistiidae_3238,55,,
3239,Orsolobidae_3239,55,,
3240,Dysderidae_3240,55,,
3241,Oonopidae_3241,55,,
3242,Drymusidae_3242,55,,
3243,Periegopidae_3243,55,,
3244,Diguetidae_3244,55,,
3245,Plectreuridae_3245,55,,
3246,Pholcidae_3246,55,,
3247,Sicariidae_3247,55,,
3248,Scytodidae_3248,55,,
3249,Segestriidae_3249,55,,
3250,Ochyroceratidae_3250,55,,
3251,Caponiidae_3251,55,,
3252,Filistatidae_3252,55,,
3253,Hypochilidae_3253,55,,
3254,Austrochilidae_3254,55,,
3255,Gradungulidae_3255,55,,
3256,Austrochilidae_3256,55,,
3257,Leptonetidae_3257,55,,
3258,Synotaxidae_3258,55,,
3259,Arkyidae_3259,55,,
3260,Araneidae_3260,55,,
3261,Holarchaeidae_3261,55,,
3262,Nephilidae_3262,55,,
3263,Mysmenidae_3263,55,,
3264,Pimoidae_3264,55,,
3265,Linyphiidae_3265,55,,
3266,Cyatholipidae_3266,55,,
3267,Synaphridae_3267,55,,
3268,Nesticidae_3268,55,,
3269,Anapidae_3269,55,,
3270,Theridiidae_3270,55,,
3271,Malkaridae_3271,55,,
3272,Theridiosomatidae_3272,55,,
3273,Tetragnathidae_3273,55,,
3274,Synotaxidae_3274,55,,
3275,Physoglenidae_3275,55,,
3276,Pararchaeidae_3276,55,,
3277,Mimetidae_3277,55,,
3278,Uloboridae_3278,55,,
3279,Miturgidae_3279,55,,
3280,Amaurobiidae_3280,55,,
3281,Stiphidiidae_3281,55,,
3282,Desidae_3282,55,,
3283,Hahniidae_3283,55,,
3284,Dictynidae_3284,55,,
3285,Amphinectidae_3285,55,,
3286,Agelenidae_3286,55,,
3287,Oxyopidae_3287,55,,
3288,Thomisidae_3288,55,,
3289,Sparassidae_3289,55,,
3290,Lycosidae_3290,55,,
3291,Ctenidae_3291,55,,
3292,Zoropsidae_3292,55,,
3293,Pisauridae_3293,55,,
3294,Senoculidae_3294,55,,
3295,Lamponidae_3295,55,,
3296,Corinnidae_3296,55,,
3297,Salticidae_3297,55,,
3298,Selenopidae_3298,55,,
3299,Gnaphosidae_3299,55,,
3300,Prodidomidae_3300,55,,
3301,Liocranidae_3301,55,,
3302,Trochanteriidae_3302,55,,
3303,Clubionidae_3303,55,,
3304,Homalonychidae_3304,55,,
3305,Deinopidae_3305,55,,
3306,Nicodamidae_3306,55,,
3307,Hersiliidae_3307,55,,
3308,Eresidae_3308,55,,
3309,Oecobiidae_3309,55,,
3310,Cycloctenidae_3310,55,,
3311,Zodariidae_3311,55,,
3312,Stenochilidae_3312,55,,
3313,Archaeidae_3313,55,,
3314,Mecysmaucheniidae_3314,55,,
3315,Huttoniidae_3315,55,,
3316,Palpimanidae_3316,55,,
3317,Euctenizidae_3317,55,,
3318,Idiopidae_3318,55,,
3319,Cyrtaucheniidae_3319,55,,
3320,Ctenizidae_3320,55,,
3321,Microstigmatidae_3321,55,,
3322,Nemesiidae_3322,55,,
3323,Macrothelidae_3323,55,,
3324,Paratropidae_3324,55,,
3325,Barychelidae_3325,55,,
3326,Theraphosidae_3326,55,,
3327,Actinopodidae_3327,55,,
3328,Hexathelidae_3328,55,,
3329,Dipluridae_3329,55,,
3330,Migidae_3330,55,,
3331,Mecicobothriidae_3331,55,,
3332,Antrodiaetidae_3332,55,,
3333,Atypidae_3333,55,,
3334,Buthidae_3334,55,,
3335,Chaerilidae_3335,55,,
3336,Pseudochactidae_3336,55,,
3337,Hemiscorpiidae_3337,55,,
3338,Scorpionidae_3338,55,,
3339,Caraboctonidae_3339,55,,
3340,Vaejovidae_3340,55,,
3341,Superstitionidae_3341,55,,
3342,Euscorpiidae_3342,55,,
3343,Bothriuridae_3343,55,,
3344,Iuridae_3344,55,,
3345,Chernetidae_3345,55,,
3346,Garypidae_3346,55,,
3347,Neobisiidae_3347,55,,
3348,Feaellidae_3348,55,,
3349,Chthonioidea_3349,55,,
3350,Palpigradi_3350,55,,
3351,Ixodidae_3351,55,24602,1713.63
3352,Argasidae_3352,55,,
3353,Dermanyssidae_3353,55,,0.35
3354,Varroidae_3354,55,,
3355,Phytoseiidae_3355,55,,
3356,Opilioacaridae_3356,55,,
3357,Alycidae_3357,55,,
3358,Terpnacaridae_3358,55,,
3359,Alicorhagiidae_3359,55,,
3360,Parhypochthoniidae_3360,55,,
3361,Xenillidae_3361,55,,
3362,Galumnidae_3362,55,,
3363,Eremaeidae_3363,55,,
3364,Scutoverticidae_3364,55,,
3365,Tectocepheidae_3365,55,,
3366,Carabodidae_3366,55,,
3367,Cymbaeremaeidae_3367,55,,
3368,Achipteriidae_3368,55,,
3369,Hydrozetidae_3369,55,,
3370,Oribatulidae_3370,55,,
3371,Haplozetidae_3371,55,,
3372,Liodidae_3372,55,,
3373,Ameronothridae_3373,55,,
3374,Gymnodamaeidae_3374,55,,
3375,Crotoniidae_3375,55,,
3376,Camisiidae_3376,55,,
3377,Nanhermanniidae_3377,55,,
3378,Trhypochthoniidae_3378,55,,
3379,Malaconothridae_3379,55,,
3380,Nothridae_3380,55,,
3381,Nothridae_3381,55,,
3382,Hermanniidae_3382,55,,
3383,Liacaridae_3383,55,,
3384,Euzetidae_3384,55,,
3385,Lohmanniidae_3385,55,,
3386,Collohmanniidae_3386,55,,
3387,Nehypochthoniidae_3387,55,,
3388,Perlohmanniidae_3388,55,,
3389,Euphthiracaridae_3389,55,,
3390,Steganacaridae_3390,55,,
3391,Epilohmanniidae_3391,55,,
3392,Eulohmanniidae_3392,55,,
3393,Mesoplophoridae_3393,55,,
3394,Hypochthoniidae_3394,55,,
3395,Eniochthoniidae_3395,55,,
3396,Cosmochthoniidae_3396,55,,
3397,Pterochthoniidae_3397,55,,
3398,Atopochthoniidae_3398,55,,
3399,Pyroglyphidae_3399,55,,
3400,Psoroptidae_3400,55,,
3401,Listrophoridae_3401,55,,
3402,Pyroglyphidae_3402,55,,
3403,Pyroglyphidae_3403,55,,
3404,Proctophyllodidae_3404,55,,
3405,Pteronyssidae_3405,55,,
3406,Knemidokoptidae_3406,55,,
3407,Analgidae_3407,55,,
3408,Xolalgidae_3408,55,,
3409,Avenzoariidae_3409,55,,
3410,Trouessartiidae_3410,55,,
3411,Pterolichidae_3411,55,,
3412,Falculiferidae_3412,55,,
3413,Freyanidae_3413,55,,
3414,Kramerellidae_3414,55,,
3415,Syringobiidae_3415,55,,
3416,Chortoglyphidae_3416,55,,
3417,Carpoglyphidae_3417,55,,
3418,Glycyphagidae_3418,55,,
3419,Heterocoptidae_3419,55,,
3420,Hypoderatidae_3420,55,,
3421,Acaridae_3421,55,,
3422,Histiostomatidae_3422,55,,
3423,Ctenacaridae_3423,55,,
3424,Archeonothridae_3424,55,,
3425,Palaeacaridae_3425,55,,
3426,Gehypochthoniidae_3426,55,,
3427,Alycidae_3427,55,,
3428,Labidostommatidae_3428,55,,
3429,Caeculidae_3429,55,,
3430,Anystidae_3430,55,,
3431,Cheyletidae_3431,55,,
3432,Syringophilidae_3432,55,,
3433,Tetranychidae_3433,55,,
3434,Trombiculidae_3434,55,,
3435,Sperchontidae_3435,55,,
3436,Hydryphantidae_3436,55,,
3437,Hygrobatidae_3437,55,,
3438,Microtrombidiidae_3438,55,,
3439,Johnstonianidae_3439,55,,
3440,Trombidiidae_3440,55,,
3441,Rhagidiidae_3441,55,,
3442,Penthaleidae_3442,55,,
3443,Eupodidae_3443,55,,
3444,Cocceupodidae_3444,55,,3429.63
3445,Speleonectidae_3445,55,,
3446,Hutchinsoniellidae_3446,55,,
3447,Lepidotrichidae_3447,55,,
3448,Nicoletiidae_3448,55,,
3449,Lepismatidae_3449,55,,
3450,Diapheromeridae_3450,55,,
3451,Phasmatidae_3451,55,,
3452,Agathemeridae_3452,55,,
3453,Lonchodidae_3453,55,,
3454,Heteropterygidae_3454,55,,
3455,Damasippoididae_3455,55,,
3456,Phylliidae_3456,55,,
3457,Aschiphasmatidae_3457,55,,
3458,Anisacanthidae_3458,55,,
3459,Bacillidae_3459,55,,
3460,Pseudophasmatidae_3460,55,,
3461,Heteronemiidae_3461,55,,
3462,Timematidae_3462,55,,
3463,Notoligotomidae_3463,55,,
3464,Australembiidae_3464,55,,
3465,Ptilocerembiidae_3465,55,,
3466,Clothodidae_3466,55,,
3467,Embiidae_3467,55,,
3468,Anisembiidae_3468,55,,
3469,Teratembiidae_3469,55,,
3470,Oligotomidae_3470,55,,365.59
3471,Grylloblattidae_3471,55,,
3472,Mantophasmatidae_3472,55,,
3473,Austrophasmatidae_3473,55,,
3474,Blattidae_3474,55,,
3475,Tryonicidae_3475,55,,
3476,Cryptocercidae_3476,55,,
3477,Rhinotermitidae_3477,55,,
3478,Rhinotermitidae_3478,55,,
3479,Serritermitidae_3479,55,,
3480,Rhinotermitidae_3480,55,,
3481,Rhinotermitidae_3481,55,,
3482,Termitidae_3482,55,,
3483,Rhinotermitidae_3483,55,,
3484,Kalotermitidae_3484,55,,
3485,Termopsidae_3485,55,,
3486,Termopsidae_3486,55,,
3487,Termopsidae_3487,55,,
3488,Hodotermitidae_3488,55,,2037.3
3489,Mastotermitidae_3489,55,,
3490,Anaplectidae_3490,55,,
3491,Lamproblattidae_3491,55,,
3492,Corydiidae_3492,55,,
3493,Corydiidae_3493,55,,
3494,Nocticolidae_3494,55,,
3495,Blaberidae_3495,55,,
3496,Ectobiidae_3496,55,,
3497,Haaniidae_3497,55,,
3498,Mantidae_3498,55,,
3499,Mantidae_3499,55,,
3500,Empusidae_3500,55,,
3501,Amorphoscelidae_3501,55,,
3502,Nanomantidae_3502,55,,
3503,Leptomantellidae_3503,55,,
3504,Hymenopodidae_3504,55,,
3505,Mantidae_3505,55,,
3506,Liturgusidae_3506,55,,
3507,Thespidae_3507,55,,
3508,Acanthopidae_3508,55,,
3509,Haaniidae_3509,55,,
3510,Chroicopteridae_3510,55,3584.33,
3511,Eremiaphilidae_3511,55,,
3512,Eremiaphilidae_3512,55,,
3513,Eremiaphilidae_3513,55,,
3514,Toxoderidae_3514,55,,
3515,Eremiaphilidae_3515,55,,
3516,Amelidae_3516,55,,
3517,Gonypetidae_3517,55,,
3518,Metallyticidae_3518,55,,
3519,Mantoididae_3519,55,,641.68
3520,Chaeteessidae_3520,55,,
3521,Zorotypidae_3521,55,,
3522,Proscopiidae_3522,55,,
3523,Thericleidae_3523,55,,
3524,Episactidae_3524,55,,
3525,Chorotypidae_3525,55,,
3526,Eumastacidae_3526,55,,
3527,Euschmidtiidae_3527,55,,
3528,Trigonopterygidae_3528,55,,
3529,Pneumoridae_3529,55,,
3530,Xyronotidae_3530,55,,
3531,Charilaidae_3531,55,,
3532,Pamphagidae_3532,55,,
3533,Tristiridae_3533,55,,
3534,Romaleidae_3534,55,,
3535,Acrididae_3535,55,,
3536,Lentulidae_3536,55,,
3537,Ommexechidae_3537,55,,
3538,Pyrgacrididae_3538,55,,
3539,Pyrgomorphidae_3539,55,,
3540,Tetrigidae_3540,55,,
3541,Cylindrachetidae_3541,55,,225.71
3542,Tridactylidae_3542,55,,
3543,Ripipterygidae_3543,55,,
3544,Rhaphidophoridae_3544,55,,
3545,Stenopelmatidae_3545,55,,
3546,Anostostomatidae_3546,55,,
3547,Gryllacrididae_3547,55,,
3548,Prophalangopsidae_3548,55,,
3549,Tettigoniidae_3549,55,,
3550,Schizodactylidae_3550,55,,
3551,Gryllidae_3551,55,,
3552,Gryllidae_3552,55,,
3553,Gryllotalpidae_3553,55,,
3554,Labiduridae_3554,55,,
3555,Spongiphoridae_3555,55,,
3556,Chelisochidae_3556,55,,
3557,Forficulidae_3557,55,,
3558,Anisolabididae_3558,55,,
3559,Pygidicranidae_3559,55,,
3560,Apachyidae_3560,55,,
3561,Taeniopterygidae_3561,55,,
3562,Capniidae_3562,55,,
3563,Leuctridae_3563,55,,929.17
3564,Eustheniidae_3564,55,,
3565,Diamphipnoidae_3565,55,,
3566,Gripopterygidae_3566,55,,
3567,Austroperlidae_3567,55,,
3568,Peltoperlidae_3568,55,,
3569,Pteronarcyidae_3569,55,,
3570,Chloroperlidae_3570,55,,
3571,Perlodidae_3571,55,,
3572,Perlidae_3572,55,,
3573,Styloperlidae_3573,55,,
3574,Scopuridae_3574,55,,
3575,Nemouridae_3575,55,,
3576,Notonemouridae_3576,55,,
3577,Xyelidae_3577,55,,
3578,Orussidae_3578,55,,
3579,Stephanidae_3579,55,,
3580,Heloridae_3580,55,,
3581,Maamingidae_3581,55,,
3582,Pelecinidae_3582,55,,
3583,Roproniidae_3583,55,,
3584,Vanhorniidae_3584,55,,
3585,Proctotrupidae_3585,55,,225.25
3586,Diapriidae_3586,55,,
3587,Monomachidae_3587,55,,
3588,Megalyridae_3588,55,,
3589,Scelionidae_3589,55,,
3590,Platygastridae_3590,55,,
3591,Cynipidae_3591,55,,
3592,Figitidae_3592,55,,
3593,Ibaliidae_3593,55,,
3594,Liopteridae_3594,55,,
3595,Eucharitidae_3595,55,,577.89
3596,Tetracampidae_3596,55,,
3597,Rotoitidae_3597,55,,
3598,Leucospidae_3598,55,,
3599,Chalcididae_3599,55,,237.61
3600,Eurytomidae_3600,55,,
3601,Megastigmidae_3601,55,,
3602,Eulophidae_3602,55,,1713.4
3603,Pteromalidae_3603,55,9373,198.59
3604,Eupelmidae_3604,55,,
3605,Tanaostigmatidae_3605,55,,
3606,Ormyridae_3606,55,,
3607,Torymidae_3607,55,,
3608,Aphelinidae_3608,55,,
3609,Encyrtidae_3609,55,,
3610,Perilampidae_3610,55,,363.98
3611,Mymaridae_3611,55,,
3612,Agaonidae_3612,55,,
3613,Trichogrammatidae_3613,55,,
3614,Braconidae_3614,55,,
3615,Ichneumonidae_3615,55,,
3616,Mymarommatidae_3616,55,,
3617,Megaspilidae_3617,55,,
3618,Ceraphronidae_3618,55,,939.58
3619,Bradynobaenidae_3619,55,,271.93
3620,Vespidae_3620,55,,
3621,Rhopalosomatidae_3621,55,,
3622,Scoliidae_3622,55,,205.79
3623,Thynnidae_3623,55,,
3624,Tiphiidae_3624,55,,
3625,Tiphiidae_3625,55,,
3626,Sierolomorphidae_3626,55,,
3627,Thynnidae_3627,55,,
3628,Chyphotidae_3628,55,,
3629,Pompilidae_3629,55,,
3630,Sapygidae_3630,55,,
3631,Mutillidae_3631,55,,296.54
3632,Chrysididae_3632,55,,
3633,Plumariidae_3633,55,,
3634,Bethylidae_3634,55,,
